companyName,productName,description,maxPrice,Price_Category
"ELI LILLY DO BRASIL LTDA",CYRAMZA,"500 MG SOL INJ CT FA VD INC X 50 ML",17178.52,Pricey
"GLAXOSMITHKLINE BRASIL LTDA","Priorix Tetra","PO LIOF INJ CT 100 FA VD INC + 100 SER PREENC VD INC DIL X 0.5 ML",17151.00,Pricey
"GLAXOSMITHKLINE BRASIL LTDA","Priorix Tetra","PO LIOF INJ CT 100 FA VD INC + 100 AMP VD INC DIL X 0.5 ML",17151.00,Pricey
"TAKEDA PHARMA LTDA.",ADCETRIS,"50 MG PO LIOF INJ CX 1 FA VD TRANS",17111.62,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",FLUZANTIC,"0.1 MG/ML SOL INJ CT 100 AMP VD AMB X 5 ML (EMB HOSP)",16978.03,Pricey
"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,"6 MG/ML SOL INJ CT 10 FA VD INC X 16.7 ML",16939.87,Pricey
"LABORATORIOS PFIZER LTDA",XELJANZ,"5 MG COM REV CT FR PLAS OPC X 180",16841.15,Pricey
"LIBBS FARMACEUTICA LTDA",Zedora,"150 MG PO LIOF SOL INJ IV CT 4 FA VD TRANS",16810.77,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",DAFLUBYN,"50 MG PO LIOF SOL INJ IV CT 20 FA VD TRANS",16706.13,Pricey
"CELGENE BRASIL PRODUTOS FARMACEUTICOS LTDA.",REVLIMID,"5 MG CAP CT BL AL PLAS TRANS X 21",16657.79,Pricey
"BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.",OFEV,"150 MG CAP MOLE CT BL AL AL X 60",16493.21,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",MOZOBIL,"20 MG/ML SOL INJ SC CT FA VD TRANS X 1.2 ML",16332.31,Pricey
"GENZYME DO BRASIL LTDA",MOZOBIL,"20 MG/ML SOL INJ SC CT FA VD INC X 1.2 ML",16332.31,Pricey
"ACTELION PHARMACEUTICALS DO BRASIL LTDA",TRACLEER,"125 MG COM REV CX FR PLAS OPC X 60",16317.24,Pricey
"LABORATORIOS PFIZER LTDA",Ibrance,"75 MG CAP DURA CT FR PLAS OPC X 21",16309.05,Pricey
"LABORATORIOS PFIZER LTDA",Ibrance,"100 MG CAP DURA CT FR PLAS OPC X 21",16309.05,Pricey
"LABORATORIOS PFIZER LTDA",Ibrance,"125 MG CAP DURA CT FR PLAS OPC X 21",16309.05,Pricey
"ACTELION PHARMACEUTICALS DO BRASIL LTDA",TRACLEER,"62.5 MG COM REV  CX FR PLAS OPC X 60",16308.58,Pricey
"ELI LILLY DO BRASIL LTDA",VERZENIOS,"150 MG COM REV CT BL AL AL X 60",16225.65,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",BOTULIFT,"200 U PO LIOF INJ CT 5 FA VD INC",16148.39,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","HIDROGENOTARTARATO DE RIVASTIGMINA","2 MG/ML SOL CX 50 FR PLAS AMB X 120 ML + 50 SER DOS (EMB HOSP)",16082.19,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","HIDROGENOTARTARATO DE RIVASTIGMINA","2 MG/ML SOL CX 50 FR VD AMB X 120 ML + 50 SER DOS (EMB HOSP)",16082.19,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",RIVASTELON,"2 MG/ML SOL CX 50 FR PLAS AMB X 120 ML + 50 SER DOS (EMB HOSP)",16082.19,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",RIVASTELON,"2 MG/ML SOL CX 50 FR VD AMB X 120 ML + 50 SER DOS (EMB HOSP)",16082.19,Pricey
"LABORATORIOS PFIZER LTDA",SOMAVERT,"20 MG PO LIOF INJ CT 30 FA VD INC",16073.07,Pricey
"BLAU FARMACEUTICA S.A.",ALFAEPOETINA,"40000 UI/ML SOL INJ CT 12 SER PREENCHIDAS X 1ML  + SISTEMA DE SEGURANCA",16008.90,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"40000 UI/ML SOL INJ CT 12 SER PREENCH X 1 ML + SISTEMA SEGURANCA",16008.87,Pricey
"BAYER S.A.",Adempas,"0.5 MG COM REV CT BL AL PLAS TRANS X 84",15979.83,Pricey
"BAYER S.A.",Adempas,"1.0 MG COM REV CT BL AL PLAS TRANS X 84",15979.83,Pricey
"BAYER S.A.",Adempas,"1.5 MG COM REV CT BL AL PLAS TRANS X 84",15979.83,Pricey
"BAYER S.A.",Adempas,"2.0 MG COM REV CT BL AL PLAS TRANS X 84",15979.83,Pricey
"BAYER S.A.",Adempas,"2.5 MG COM REV CT BL AL PLAS TRANS X 84",15979.83,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",LEVAFLOX,"5 MG/ML SOL INFUS IV CX 70 ENVOL BOLS PLAS PVC TRANS SIST FECH X 150 ML",15939.02,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",TREBYXAN,"20 MG/ML SOL INJ CT 10 FA VD AMB X 5 ML",15934.94,Pricey
"BEAUFOUR IPSEN FARMACEUTICA LTDA",CABOMETYX,"20 MG COM REV CT FR PLAS OPC X 30",15862.13,Pricey
"NOVARTIS BIOCIENCIAS S.A",Kisqali,"200 MG/DOSE COM REV CT BL AL PLAS TRANS X 63",15819.77,Pricey
"ELI LILLY DO BRASIL LTDA",TALTZ,"80MG/ML SOL INJ CT 3 SER PREENC VD INC X 1ML + 3 CAN APLIC",15815.23,Pricey
"ELI LILLY DO BRASIL LTDA",TALTZ,"80MG/ML SOL INJ CT 3 SER PREENC VD INC X 1ML",15815.23,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",CERVARIX,"20 MCG SUS INJ CT 50 SER PREENCH VD INC X 0.5 ML",15542.46,Pricey
"TAKEDA PHARMA LTDA.",MEPACT,"4 MG PO LIOF INJ CX 1 FA VD TRANS X 50 ML + 1 FILTRO ESTERIL",15525.18,Pricey
"NOVARTIS BIOCIENCIAS S.A",Upelior,"0.3 MG/ML SOL INJ CT 60 AMP VD TRANS X 1 ML",15415.62,Pricey
"MERCK SHARP & DOHME FARMACEUTICA LTDA",KEYTRUDA,"100 MG/ 4 ML SOL INJ CT FA VD INC X 4 ML",15135.19,Pricey
"CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA",EXOMAX,"2 MG/ML SOL INJ CX 80 BOLS PLAS PP TRANS SIST FECH X 100 ML",15065.98,Pricey
"BLAU FARMACEUTICA S.A.",OXALIPLATINA,"50MG PO LIOF SOL INJ IV CX 10 FA VD TRANS X 50ML",14944.96,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"500 MG COM SUS CT BL AL AL X 200 (EMB HOSP)",14899.78,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"500 MG COM SUS CT BL AL AL X 200 (EMB FRAC)",14889.78,Pricey
"LABORATORIOS PFIZER LTDA",SOMAVERT,"20 MG PO LIOF INJ CT 30 FA VD INC + 30 FA DIL",14888.13,Pricey
"BAYER S.A.",Stivarga,"40 MG COM REV CT FR PLAS OPC X 84",14733.92,Pricey
"FRESENIUS KABI BRASIL LTDA",FLUCONAZOL,"2 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML",14646.42,Pricey
"FRESENIUS KABI BRASIL LTDA",FLUCONAZOL,"2 MG/ML SOL INJ CX 80 BOLS PLAS TRANS SIST FECH X 100 ML",14646.42,Pricey
"EVOLABIS PRODUTOS FARMACEUTICOS LTDA",EVOTAXEL,"6 MG/ML SOL INJ CT 5 FA VD INC X 25 ML (REST HOSP)",14621.56,Pricey
"ACCORD FARMACEUTICA LTDA",PEMTRYX,"100 MG PO LIOF INJ CT 10 FA VD INC X 10 ML",14615.42,Pricey
"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA",ELPROLIX,"3000 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 5 ML + 1ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",14596.62,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",ELPROLIX,"3000 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 5 ML + 1ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",14596.62,Pricey
"TAKEDA PHARMA LTDA.",ENTYVIO,"300 MG PO LIOF INJ CT 1 FA VD TRANS",14525.26,Pricey
"MYLAN LABORATORIOS LTDA",OXALIPLATINA,"50 MG PO LIOF SOL INJ CT 10 FA VD TRANS",14324.70,Pricey
"MYLAN LABORATORIOS LTDA",OXALIPLATINA,"100 MG PO LIOF SOL INJ CT 5 FA VD TRANS",14324.70,Pricey
"FRESENIUS KABI BRASIL LTDA",fluconazol,"2 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML",14241.15,Pricey
"FRESENIUS KABI BRASIL LTDA",fluconazol,"2 MG/ML SOL INJ CX 80 BOLS PLAS TRANS SIST FECH X 100 ML",14241.15,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA","ANFOLIP B","50 MG PO LIOF INJ CT 10 FA VD INC (REST HOSP)",14131.17,Pricey
"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SPRYCEL,"140 MG COM REV CT FR PLAS OPC X 30",13966.43,Pricey
"BLAU FARMACEUTICA S.A.",TEICOSTON,"133.33 MG/ML PO INJ CX 25 FA VD AMB + 25 AMP DIL X 3 ML",13953.99,Pricey
"NOVARTIS BIOCIENCIAS S.A",Jakavi,"5 MG COM CT BL AL PLAS TRANS X 60",13944.60,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA","EUVAX B","20MCG/ML SUS INJ CT 20 FA VD INC X 10 ML",13857.61,Pricey
"ASTRAZENECA DO BRASIL LTDA","LYNPARZA COMPRIMIDOS","100 MG COM REV CT BL AL AL X 56",13815.65,Pricey
"ASTRAZENECA DO BRASIL LTDA","LYNPARZA COMPRIMIDOS","150 MG COM REV CT BL AL AL X 56",13815.65,Pricey
"EUROFARMA LABORATORIOS S.A.",OXALIPLATINA,"50 MG PO LIOF P/ SOL INJ CT 10 FA VD INC",13739.07,Pricey
"BAYER S.A.",MAGNEVISTAN,"469 MG / ML SOL INJ CX 10 FA VD INC X 100 ML",13599.86,Pricey
"NOVARTIS BIOCIENCIAS S.A",JETREA,"2.5 MG/ML SOL DIL INJ IVIT AMP VD TRANS X 0.2 ML",13552.01,Pricey
"NOVO NORDISK FARMACEUTICA DO BRASIL LTDA",NOVOSEVEN,"240 KUI (4.8 MG) PO LIOF CX FR VD INC + 8.5 ML + SER PLAST X 12 ML",13531.34,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",XALANOFT,"50 MCG/ML + 5 MG/ML SOL OFT CX 50 FR GOT PLAS TRANS X 5 ML (EMB HOSP)",13488.23,Pricey
"FRESENIUS KABI BRASIL LTDA",FRESOLCAN,"2 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML",13383.62,Pricey
"TAKEDA PHARMA LTDA.",NINLARO,"2.3 MG CAP DURA CT BL AL AL X 3",13286.54,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"40000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML",13181.08,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"40000 UI/ML SOL INJ CX 12 SER PREENC X 1 ML",13181.08,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"40000 UI/ML SOL INJ CX 12 AMP VD INC X 1 ML",13181.08,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","40000 UI SOL INJ CT 12 SER PREENC X 1 ML",13181.05,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","40000 UI SOL INJ CT 12 AMP VD INC X 1 ML",13181.05,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TIEPEM,"500 MG + 500 MG PO INJ IV CT 100 FA VD TRANS",13179.12,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","VORI INJ","200 MG PO LIOF SOL INJ INFUS IV CX 10 FA VD TRANS",13143.38,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TEICONIN,"200 MG PO LIOF INJ CX 50 FA VD INC",13109.47,Pricey
"ACCORD FARMACEUTICA LTDA",PALOCYT,"0.05 MG/ML SOL INJ CT 20 FA VD TRANS X 5 ML",13096.96,Pricey
"COLLECT IMPORTACAO E COMERCIO LTDA",KUVAN,"100 MG COM SOL CT FR PLAS OPC X 120",13033.99,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TEICONIN,"400 MG PO LIOF INJ CX 25 FA VD INC",13029.84,Pricey
"NOVARTIS BIOCIENCIAS S.A",AFINITOR,"10 MG COM CT BL AL/AL X 30",13023.97,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",Hemcibra,"30 MG SOL INJ SC CT 1 FA VD TRANS X 1 ML",12996.53,Pricey
"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE IRINOTECANO","20 MG/ML SOL INJ IV CT 10 FA VD AMB X 5 ML",12887.09,Pricey
"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SPRYCEL,"50 MG COM REV CT FR PLAS OPC X 60",12882.18,Pricey
"HIPOLABOR FARMACEUTICA LTDA",flumazenil,"0.1 MG/ML SOL INJ CX 100 AMP VD TRANS X 5 ML",12845.83,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",ARANESP,"500 MCG/ML SOL INJ CT 4 SER PREENC. VD TRANS X 1.0 ML + AGU",12826.80,Pricey
"NOVARTIS BIOCIENCIAS S.A","Signifor LP","60 MG PO SUS INJ IM CT FA VD TRANS + DIL SER PREENC VD TRANS X 2 ML + AGU + ADAPT",12822.66,Pricey
"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",SPRYCEL,"100 MG COM REV CT FR PLAS OPC X 30",12791.13,Pricey
"LABORATORIO TEUTO BRASILEIRO S/A",FLUCONAZOL,"150 MG CAP GEL DURA CT BL AL PLAS INC X 500 (EMB HOSP)",12774.28,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TIEPEM,"500 MG + 500 MG PO INJ IV CT 100 FA VD TRANS + 100 BOLSPLAS TRANS SIST FECH X 100 ML (EMB HOSP)",12680.77,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA","LEVOFLOXACINO HEMI- HIDRATADO","5 MG/ML SOL INFUS IV CX 70 ENVOL BOLS PLAS PVC TRANS SIST FECH X 150 ML",12671.61,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",CITOPLAX,"1 MG/ML SOL INJ CX 50 FA VD AMB X 100 ML",12626.66,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",FABRAZYME,"35 MG PO LIOF SOL INJ CT FA VD TRANS X 20 ML",12619.64,Pricey
"ASTRAZENECA DO BRASIL LTDA",IMFINZI,"500 MG/10 ML SOL INJ CT FA VD TRANS X 10 ML",12610.85,Pricey
"LIBBS FARMACEUTICA LTDA",Zedora,"150 MG PO LIOF SOL INJ IV CT 3 FA VD TRANS",12608.07,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",Stelara,"45 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANCA  X 0.5 ML",12580.95,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",STELARA,"45 MG SOL INJ CT 1 FA VD INC X 0.5 ML",12580.95,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",HERCEPTIN,"440 MG PO LIOF CT FA VD INC + DIL FA VD INC X 20 ML",12328.02,Pricey
"LIBBS FARMACEUTICA LTDA",Zedora,"440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML",12327.89,Pricey
"MERCK S/A",KUVAN,"100 MG COM CT FR PLAS OPC X 120",12237.29,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",SYLVANT,"400 MG PO LIOF SOL INJ FA VD TRANS X 30 ML",12113.83,Pricey
"GENZYME DO BRASIL LTDA",FABRAZYME,"35  MG PO LIOF INJ CT FA VD INC X 20 ML",12095.89,Pricey
"NOVARTIS BIOCIENCIAS S.A",TASIGNA,"150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 120",12076.16,Pricey
"LABORATORIOS PFIZER LTDA",SOMAVERT,"15 MG PO LIOF INJ CT 30 FA VD INC",12054.81,Pricey
"LABORATORIOS PFIZER LTDA",SOMAVERT,"15 MG PO LIOF INJ CT 30 FA VD INC + 30 FA DIL",12054.81,Pricey
"BLAU FARMACEUTICA S.A.",BOTULIM,"100 U PO LIOF INJ 01 CT C/ 10 FR AMP INC",12026.33,Pricey
"BLAU FARMACEUTICA S.A.",IMUNOGLOBULIN,"50 MG/ML SOL INJ CX 100 FA VD INC X 10 ML",12023.37,Pricey
"BLAU FARMACEUTICA S.A.",IMUNOGLOBULIN,"50 MG/ML SOL INJ CX 10 FA VD INC X 100 ML",12023.37,Pricey
"BLAU FARMACEUTICA S.A.",ALFAEPOETINA,"40000 UI/ML SOL INJ CT 12 SER PREENCHIDAS X 0.75 ML",12006.59,Pricey
"BLAU FARMACEUTICA S.A.",ALFAEPOETINA,"40000 UI/ML SOL INJ CT 12 SER PREENCHIDAS X 0.75 ML + SISTEMA SEGURANCA",12006.59,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",VORICONAZOL,"200 MG PO LIOF SOL INJ INFUS IV CX 14 FA VD TRANS",11962.05,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",XALOFTAL,"0.05 MG/ML SOL OFT CT 50 FR GOT PLAS TRANS X 5 ML (EMB HOSP)",11771.68,Pricey
"MYLAN LABORATORIOS LTDA",MYLTOL,"6 MG /ML SOL INJ IV CT 20 FA VD INC X 5 ML",11709.00,Pricey
"FARMARIN INDUSTRIA E COMERCIO LTDA",EVOTAXEL,"6 MG/ML SOL INJ CT 5 FA VD TRANS X 16.7 ML",11706.33,Pricey
"LABORATORIOS PFIZER LTDA",INLYTA,"1 MG COM REV CT FR PLAS OPC X 180",11701.60,Pricey
"ACCORD FARMACEUTICA LTDA",Cabazitaxel,"60 MG SOL INJ CT FA VD TRANS X 1.5 ML + DIL X 4.5 ML",11664.90,Pricey
"EUROFARMA LABORATORIOS S.A.",CABAZITAXEL,"60MG SOL INJ IV CT FA VD TRANS X 1.5ML + DIL X 4.5ML",11664.89,Pricey
"DR. REDDYS FARMACEUTICA DO BRASIL LTDA",CABAZITAXEL,"60 MG SOL INJ CT FR AMP VD TRANS X1.5ML + DIL FR AMP VD TRANS X 4.5 ML",11664.62,Pricey
"GUERBET IMAGEM DO BRASIL LTDA",OPTIRAY,"741 MG/ML SOL INJ CT 20 SER PLAS X 125 ML",11657.45,Pricey
"ASTRAZENECA DO BRASIL LTDA",FASENRA,"30 MG/ML SOL INJ CT SER PREECH VD TRANS X 1ML",11615.06,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",MEPENOX,"1 G PO INJ CX 50 FA VD INC + 50 BOLS PVC FLEX X 100ML (SIST FEC) (EMB HOSP)",11448.43,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",MEPENOX,"1 G PO INJ CX 50 FA VD INC",11448.24,Pricey
"GUERBET IMAGEM DO BRASIL LTDA",OPTIRAY,"678 MG/ML SOL INJ CT 20 SER PLAS X 125 ML",11409.26,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",ZYTIGA,"250 MG COM CT FR PLAS OPC X 120",11317.16,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",ZYTIGA,"500 MG COM REV CT FR PLAS OPC X 60",11317.16,Pricey
"ELI LILLY DO BRASIL LTDA",VERZENIOS,"100 MG COM REV CT BL AL AL X 60",11299.84,Pricey
"CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA",EXOMAX,"2 MG/ML SOL INJ CX 60 BOLS PLAS PP TRANS SIST FECH X 100 ML",11299.49,Pricey
"GLAXOSMITHKLINE BRASIL LTDA","REFORTRIX IPV","SUS INJ CT 100 SER PREENCH VD INC X 0.5 ML",11288.14,Pricey
"BLAU FARMACEUTICA S.A.",PACLITAXEL,"6 MG/ML SOL INJ IV CX 20 FA VD AMB X 5ML",11247.52,Pricey
"HOSPIRA PRODUTOS HOSPITALARES LTDA",EVOTAXEL,"6 MG/ML SOL INJ CT 5 FA VD INC X 16.7 ML (REST HOSP)",11220.48,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",EVOTAXEL,"6 MG/ML SOL INJ CT 5 FA VD TRANS X 16.7 ML",11220.48,Pricey
"UNO HEALTHCARE COMERCIO DE MEDICAMENTOS LTDA.",MEPSEVII,"10 MG SOL INJ CT FA VC X 5 ML",11218.06,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",TREMFYA,"100 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANCA X 1 ML",11216.39,Pricey
"ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.",XTANDI,"40MG CAP MOLE BOLS AL BL AL PLAS TRANS X 120",11203.90,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",Erleada,"60 MG COM REV CT FR PLAS OPC X 120",11203.88,Pricey
"EUROFARMA LABORATORIOS S.A.",MATIZ,"250 MG COM CT BL AL PLAS TRANS X 120",11179.48,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"250 MG COM SUS CT BL AL AL X 300 (EMB FRAC)",11174.67,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"250 MG COM SUS CT BL AL AL X 300 (EMB HOSP)",11174.67,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",KADCYLA,"160 MG PO LIOF SOL INJ IV CT FA VD TRANS",11136.27,Pricey
"ZODIAC PRODUTOS FARMACEUTICOS S/A",BOSENTANA,"125MG COM REV CT BL AL PLAS TRANS X 60",11065.90,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",Perjeta,"420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML",11057.49,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","AZITROMICINA MONOIDRATADA 500MG","500MG PO LIOF SOL INFUS CX 100 FA VD TRANS (EMB HOSP)",11036.24,Pricey
"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA",TECFIDERA,"240 MG CAP LIB RETARD CT BL AL PLAS OPC X 112",10986.27,Pricey
"MYLAN LABORATORIOS LTDA",MYLTOL,"6 MG /ML SOL INJ IV CT 5 FA VD INC X 16.7 ML",10933.93,Pricey
"LIBBS FARMACEUTICA LTDA",Zostide,"250 MG COM CT BL AL PLAS TRANS X 120",10924.85,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",VALCYTE,"450 MG COM REV CT FR PLAS OPC X 60",10919.77,Pricey
"EUROFARMA LABORATORIOS S.A.",PACLITAXEL,"6 MG/ML SOL INJ CT 20 FA VD INC X 5 ML",10865.58,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CLORIDRATO DE DEXMEDETOMIDINA","100 MCG/ML SOL INJ CT 100 FA VD TRANS X 2 ML",10837.43,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",BLINCYTO,"38.5 MCG PO LIOF SOL INJ CT FA VD TRANS + 1 FA SOL ESTABIL X 10 ML",10794.12,Pricey
"BAYER S.A.",ULTRAVIST,"623.40 MG/ML SOL INJ CX 8 FA VD TRANS X 500 ML",10724.21,Pricey
"ariston industrias quimicas e farmaceuticas ltda",TEICOSTON,"133.33 MG/ML PO INJ CX 25 FA VD AMB + 25 AMP DIL X 3 ML",10652.88,Pricey
"MERCK S/A",REBIF,"44 MCG SOL INJ CT 12 SER PREENC VD TRANS X 0.5 ML",10646.18,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA",fluconazol,"2MG/ML SOL INJ IV CX 60 ENV AL BOLS PLAS PE TRANS SIST FECH X 100 ML",10577.18,Pricey
"NOVARTIS BIOCIENCIAS S.A",Kisqali,"200 MG/DOSE COM REV CT BL AL PLAS TRANS X 42",10546.52,Pricey
"ELI LILLY DO BRASIL LTDA",TALTZ,"80MG/ML SOL INJ CT 2 SER PREENC VD INC X 1ML + 2 CAN APLIC",10543.49,Pricey
"ELI LILLY DO BRASIL LTDA",TALTZ,"80MG/ML SOL INJ CT 2 SER PREENC VD INC X 1ML",10543.49,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA","MEROPENEM TRI-HIDRATADO","500 MG PO SOL INJ IV CX 100 FA VD TRANS",10505.19,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.","HERCEPTIN SC","600 MG SOL INJ SC CT FA VD TRANS X 5 ML",10477.67,Pricey
"NOVARTIS BIOCIENCIAS S.A",ARZERRA,"20 MG / ML SOL INJ CT FA VD INC X 50 ML",10470.72,Pricey
"TEVA FARMACEUTICA LTDA.",Rarija,"250 MG COM REV CT FR PLAS OPC X 120",10468.34,Pricey
"ARISTON INDUSTRIAS QUIMICAS E FARMACEUTICAS LTDA",TEICOSTON,"133.33 MG/ML PO LIOF SOL INJ IM/IV CX 25 FA VD AMB + 25 AMP DIL X 3 ML",10372.81,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",ARANESP,"500 MCG / ML SOL INJ CT 4 SER PREENC VD TRANS X 1.0 ML + AGU",10348.32,Pricey
"UCB BIOPHARMA LTDA.",PACLIMEIZ,"6 MG/ML SOL INJ CX 5 FA VD INC X 16.67 ML",10338.70,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA","ORTHOCLONE OKT-3","5 MG - SOLUCAO ESTERIL - AMP - 5 AMP",10316.92,Pricey
"BOEHRINGER INGELHEIM DO BRASIL QUIMICA E FARMACEUTICA LTDA.",PRAXBIND,"50 MG/ML SOL INJ CT 2 FA VD TRANS X 50 ML",10316.40,Pricey
"LABORATORIOS PFIZER LTDA",SOMAVERT,"20 MG PO LIOF INJ CT 20 FA VD INC",10270.64,Pricey
"NOVARTIS BIOCIENCIAS S.A",VOTRIENT,"400 MG COM REV CT FR PLAS OPC X 60",10237.95,Pricey
"MERCK S/A",KUVAN,"100 MG COM CT FR PLAS OPC X 120",10220.61,Pricey
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA","piperacilina sodica + tazobactam sodico","4G + 0.5G PO SOL INJ IV CT 100 FA VD INC X 40ML (EMB HOSP)",10219.54,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",MAGNEVISTAN,"469 MG/ML SOL INJ CX 10 FA VD INC X 100 ML",10212.72,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",FLUZANTIC,"0.1 MG/ML SOL INJ CT 60 AMP VD AMB X 5 ML (EMB HOSP)",10186.81,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA",fluconazol,"2MG/ML SOL INJ 60 BOLS PLAS TRANS SIST FECH X 100 ML + 60 ENV AL",10140.42,Pricey
