pharmacyName,"coalesce(DiseaseName, 'Total')",Prescription_Count
"Sharp Specialty Pharmacy","Chronic fatigue syndrome",1
"Simple Meds",Total,15
"Simple Meds","Multiple sclerosis",3
"Simple Meds","Thromboangiitis obliterans",2
"Simple Meds",Cancer,1
"Simple Meds","Coronary heart disease",1
"Simple Meds",Dementia,1
"Simple Meds",Lupus,1
"Simple Meds","Myocardial infarction",1
"Simple Meds",Obesity,1
"Simple Meds",Psoriasis,1
"Simple Meds","Anorexia nervosa",1
"Simple Meds","Attention deficit hyperactivity disorder",1
"Simple Meds","Bipolar disorder",1
"Smart Pharmacy",Total,17
"Smart Pharmacy",Depression,2
"Smart Pharmacy",Vasculitis,2
"Smart Pharmacy","Irritable bowel syndrome",2
"Smart Pharmacy","Chronic fatigue syndrome",1
"Smart Pharmacy","Chronic obstructive pulmonary disease",1
"Smart Pharmacy","Crohn's disease",1
"Smart Pharmacy","Diabetes mellitus type 1",1
"Smart Pharmacy","Guillain–Barré syndrome",1
"Smart Pharmacy","Parkinson's disease",1
"Smart Pharmacy",Schizophrenia,1
"Smart Pharmacy","Thromboangiitis obliterans",1
"Smart Pharmacy",Epilepsy,1
"Smart Pharmacy",Atherosclerosis,1
"Smart Pharmacy","Amyotrophic lateral sclerosis",1
"Southside Family Pharmacy",Total,21
"Southside Family Pharmacy","Multiple sclerosis",3
"Southside Family Pharmacy","Alzheimer's disease",2
"Southside Family Pharmacy","Chronic fatigue syndrome",2
"Southside Family Pharmacy",Depression,2
"Southside Family Pharmacy",Autism,1
"Southside Family Pharmacy","Coronary heart disease",1
"Southside Family Pharmacy","Crohn's disease",1
"Southside Family Pharmacy","Dilated cardiomyopathy",1
"Southside Family Pharmacy","Guillain–Barré syndrome",1
"Southside Family Pharmacy","Metabolic syndrome",1
"Southside Family Pharmacy","Amyotrophic lateral sclerosis",1
"Southside Family Pharmacy","Panic disorder",1
"Southside Family Pharmacy",Psoriasis,1
"Southside Family Pharmacy",Stroke,1
"Southside Family Pharmacy","Anxiety disorder",1
"Southside Family Pharmacy","Attention deficit hyperactivity disorder",1
"Southwest Pharmacy",Total,18
"Southwest Pharmacy","Autoimmune diseases",3
"Southwest Pharmacy","Dilated cardiomyopathy",2
"Southwest Pharmacy","Metabolic syndrome",2
"Southwest Pharmacy",Vasculitis,2
"Southwest Pharmacy",Asthma,1
"Southwest Pharmacy",Autism,1
"Southwest Pharmacy","Crohn's disease",1
"Southwest Pharmacy","Alzheimer's disease",1
"Southwest Pharmacy",Lupus,1
"Southwest Pharmacy","Myocardial infarction",1
"Southwest Pharmacy",Psoriasis,1
"Southwest Pharmacy","Thromboangiitis obliterans",1
"Southwest Pharmacy","Low back pain",1
"Spot Rx",Total,20
"Spot Rx","Amyotrophic lateral sclerosis",3
"Spot Rx",Obesity,2
"Spot Rx","Myocardial infarction",2
"Spot Rx",Cancer,1
"Spot Rx","Chronic obstructive pulmonary disease",1
"Spot Rx",Depression,1
"Spot Rx","Diabetes mellitus type 1",1
"Spot Rx",Lupus,1
"Spot Rx","Obsessive–compulsive disorder",1
"Spot Rx",Psoriasis,1
"Spot Rx",Sarcoidosis,1
"Spot Rx",Schizophrenia,1
"Spot Rx",Stroke,1
"Spot Rx","Thromboangiitis obliterans",1
"Spot Rx","Autoimmune diseases",1
"Spot Rx","Bipolar disorder",1
Sunwest,Total,20
Sunwest,Psoriasis,4
Sunwest,"Autoimmune diseases",2
Sunwest,"Multiple sclerosis",2
Sunwest,"Amyotrophic lateral sclerosis",1
Sunwest,"Anxiety disorder",1
Sunwest,"Bipolar disorder",1
Sunwest,Cancer,1
Sunwest,"Chronic obstructive pulmonary disease",1
Sunwest,Depression,1
Sunwest,"Diabetes mellitus type 1",1
Sunwest,Epilepsy,1
Sunwest,"Myocardial infarction",1
Sunwest,Obesity,1
Sunwest,"Rheumatoid arthritis",1
Sunwest,"Alzheimer's disease",1
"Sure Save",Total,13
"Sure Save","Thromboangiitis obliterans",3
"Sure Save","Autoimmune diseases",2
"Sure Save",Dementia,1
"Sure Save","Guillain–Barré syndrome",1
"Sure Save",Lupus,1
"Sure Save",Psoriasis,1
"Sure Save","Dilated cardiomyopathy",1
"Sure Save","Tourette syndrome",1
"Sure Save","Chronic fatigue syndrome",1
"Sure Save","Low back pain",1
"The Chemist",Total,17
"The Chemist","Anorexia nervosa",2
"The Chemist","Anxiety disorder",1
"The Chemist","Attention deficit hyperactivity disorder",1
"The Chemist","Autoimmune diseases",1
"The Chemist","Chronic fatigue syndrome",1
"The Chemist","Crohn's disease",1
"The Chemist",Dementia,1
"The Chemist","Multiple sclerosis",1
"The Chemist","Myocardial infarction",1
"The Chemist",Obesity,1
"The Chemist","Obsessive–compulsive disorder",1
"The Chemist","Parkinson's disease",1
"The Chemist","Rheumatoid arthritis",1
"The Chemist",Schizophrenia,1
"The Chemist","Tourette syndrome",1
"The Chemist","Irritable bowel syndrome",1
"The Compounding Pharmacy",Total,15
"The Compounding Pharmacy",Autism,2
"The Compounding Pharmacy",Schizophrenia,2
"The Compounding Pharmacy","Crohn's disease",1
"The Compounding Pharmacy",Dementia,1
"The Compounding Pharmacy","Irritable bowel syndrome",1
"The Compounding Pharmacy","Metabolic syndrome",1
"The Compounding Pharmacy","Panic disorder",1
"The Compounding Pharmacy","Parkinson's disease",1
"The Compounding Pharmacy",Sarcoidosis,1
"The Compounding Pharmacy","Anorexia nervosa",1
"The Compounding Pharmacy","Tourette syndrome",1
"The Compounding Pharmacy",Asthma,1
"The Compounding Pharmacy","Chronic fatigue syndrome",1
"The Downtown Dispensary",Total,12
"The Downtown Dispensary",Schizophrenia,2
"The Downtown Dispensary","Tourette syndrome",2
"The Downtown Dispensary",Autism,1
"The Downtown Dispensary","Autoimmune diseases",1
"The Downtown Dispensary","Diabetes mellitus type 1",1
"The Downtown Dispensary","Low back pain",1
"The Downtown Dispensary","Multiple sclerosis",1
"The Downtown Dispensary",Obesity,1
"The Downtown Dispensary",Sarcoidosis,1
"The Downtown Dispensary","Attention deficit hyperactivity disorder",1
"The Pill Club",Total,14
"The Pill Club","Rheumatoid arthritis",2
"The Pill Club",Atherosclerosis,2
"The Pill Club",Asthma,1
"The Pill Club","Attention deficit hyperactivity disorder",1
"The Pill Club","Bipolar disorder",1
"The Pill Club",Cancer,1
"The Pill Club","Chronic obstructive pulmonary disease",1
"The Pill Club",Epilepsy,1
"The Pill Club",Lupus,1
"The Pill Club","Tourette syndrome",1
"The Pill Club","Diabetes mellitus type 2",1
"The Pill Club","Anxiety disorder",1
"The Rx Advocates",Total,23
"The Rx Advocates",Autism,4
"The Rx Advocates","Dilated cardiomyopathy",2
"The Rx Advocates",Stroke,2
"The Rx Advocates","Tourette syndrome",2
"The Rx Advocates","Anxiety disorder",1
"The Rx Advocates",Atherosclerosis,1
"The Rx Advocates","Attention deficit hyperactivity disorder",1
"The Rx Advocates","Autoimmune diseases",1
"The Rx Advocates","Chronic obstructive pulmonary disease",1
"The Rx Advocates","Coronary heart disease",1
"The Rx Advocates",Depression,1
"The Rx Advocates","Diabetes mellitus type 2",1
"The Rx Advocates","Amyotrophic lateral sclerosis",1
"The Rx Advocates",Obesity,1
"The Rx Advocates","Parkinson's disease",1
"The Rx Advocates","Rheumatoid arthritis",1
"The Rx Advocates","Low back pain",1
"Thrifty Way Pharmacy",Total,18
"Thrifty Way Pharmacy","Diabetes mellitus type 2",2
"Thrifty Way Pharmacy","Tourette syndrome",2
"Thrifty Way Pharmacy","Bipolar disorder",1
"Thrifty Way Pharmacy",Cancer,1
"Thrifty Way Pharmacy","Chronic fatigue syndrome",1
"Thrifty Way Pharmacy","Chronic obstructive pulmonary disease",1
"Thrifty Way Pharmacy","Crohn's disease",1
"Thrifty Way Pharmacy",Epilepsy,1
"Thrifty Way Pharmacy","Guillain–Barré syndrome",1
"Thrifty Way Pharmacy",Obesity,1
"Thrifty Way Pharmacy","Panic disorder",1
"Thrifty Way Pharmacy",Sarcoidosis,1
"Thrifty Way Pharmacy",Schizophrenia,1
"Thrifty Way Pharmacy",Autism,1
"Thrifty Way Pharmacy",Asthma,1
"Thrifty Way Pharmacy","Autoimmune diseases",1
"Trinity Pharmacy",Total,18
"Trinity Pharmacy",Atherosclerosis,2
"Trinity Pharmacy","Dilated cardiomyopathy",2
"Trinity Pharmacy","Amyotrophic lateral sclerosis",1
"Trinity Pharmacy","Anxiety disorder",1
"Trinity Pharmacy","Attention deficit hyperactivity disorder",1
"Trinity Pharmacy",Autism,1
"Trinity Pharmacy","Autoimmune diseases",1
"Trinity Pharmacy",Cancer,1
"Trinity Pharmacy","Coronary heart disease",1
"Trinity Pharmacy","Crohn's disease",1
"Trinity Pharmacy","Multiple sclerosis",1
"Trinity Pharmacy","Obsessive–compulsive disorder",1
"Trinity Pharmacy",Psoriasis,1
"Trinity Pharmacy","Rheumatoid arthritis",1
"Trinity Pharmacy","Tourette syndrome",1
"Trinity Pharmacy","Alzheimer's disease",1
"Tru Script",Total,12
"Tru Script",Asthma,2
"Tru Script","Rheumatoid arthritis",2
"Tru Script","Crohn's disease",1
"Tru Script","Diabetes mellitus type 1",1
"Tru Script","Dilated cardiomyopathy",1
"Tru Script","Myocardial infarction",1
"Tru Script","Parkinson's disease",1
"Tru Script","Thromboangiitis obliterans",1
"Tru Script","Diabetes mellitus type 2",1
"Tru Script",Autism,1
"True Pill",Total,24
"True Pill","Crohn's disease",2
"True Pill","Diabetes mellitus type 1",2
"True Pill",Epilepsy,2
"True Pill","Thromboangiitis obliterans",2
"True Pill","Alzheimer's disease",2
"True Pill",Atherosclerosis,1
"True Pill","Attention deficit hyperactivity disorder",1
"True Pill",Autism,1
"True Pill","Bipolar disorder",1
"True Pill",Cancer,1
"True Pill","Chronic obstructive pulmonary disease",1
"True Pill","Coronary heart disease",1
"True Pill","Dilated cardiomyopathy",1
"True Pill","Irritable bowel syndrome",1
"True Pill","Parkinson's disease",1
"True Pill","Rheumatoid arthritis",1
"True Pill",Stroke,1
"True Pill",Vasculitis,1
"True Pill",Obesity,1
"Union Center Pharmacy",Total,19
"Union Center Pharmacy","Irritable bowel syndrome",2
"Union Center Pharmacy","Obsessive–compulsive disorder",2
"Union Center Pharmacy",Vasculitis,2
"Union Center Pharmacy","Amyotrophic lateral sclerosis",2
"Union Center Pharmacy","Dilated cardiomyopathy",1
"Union Center Pharmacy","Anxiety disorder",1
"Union Center Pharmacy","Metabolic syndrome",1
"Union Center Pharmacy",Autism,1
"Union Center Pharmacy","Parkinson's disease",1
"Union Center Pharmacy",Psoriasis,1
"Union Center Pharmacy",Sarcoidosis,1
"Union Center Pharmacy","Thromboangiitis obliterans",1
"Union Center Pharmacy","Autoimmune diseases",1
"Union Center Pharmacy","Coronary heart disease",1
"Union Center Pharmacy","Diabetes mellitus type 2",1
"University Pharmacy",Total,15
"University Pharmacy","Diabetes mellitus type 2",2
"University Pharmacy",Cancer,1
"University Pharmacy","Chronic obstructive pulmonary disease",1
"University Pharmacy","Coronary heart disease",1
"University Pharmacy","Crohn's disease",1
"University Pharmacy","Diabetes mellitus type 1",1
"University Pharmacy","Metabolic syndrome",1
"University Pharmacy",Obesity,1
"University Pharmacy","Obsessive–compulsive disorder",1
"University Pharmacy",Psoriasis,1
"University Pharmacy","Thromboangiitis obliterans",1
"University Pharmacy","Tourette syndrome",1
"University Pharmacy","Bipolar disorder",1
"University Pharmacy","Autoimmune diseases",1
"Vista Pharmacy",Total,17
"Vista Pharmacy","Myocardial infarction",3
"Vista Pharmacy",Epilepsy,2
"Vista Pharmacy","Thromboangiitis obliterans",2
"Vista Pharmacy","Anorexia nervosa",1
"Vista Pharmacy",Atherosclerosis,1
"Vista Pharmacy","Bipolar disorder",1
"Vista Pharmacy","Coronary heart disease",1
"Vista Pharmacy","Diabetes mellitus type 2",1
"Vista Pharmacy","Guillain–Barré syndrome",1
"Vista Pharmacy","Parkinson's disease",1
"Vista Pharmacy",Psoriasis,1
"Vista Pharmacy","Rheumatoid arthritis",1
"Vista Pharmacy",Schizophrenia,1
Vitasource,Total,16
Vitasource,"Multiple sclerosis",3
Vitasource,"Anorexia nervosa",2
Vitasource,Lupus,2
Vitasource,"Alzheimer's disease",1
Vitasource,"Attention deficit hyperactivity disorder",1
Vitasource,Autism,1
Vitasource,"Crohn's disease",1
Vitasource,"Myocardial infarction",1
Vitasource,"Obsessive–compulsive disorder",1
Vitasource,"Parkinson's disease",1
Vitasource,"Rheumatoid arthritis",1
Vitasource,Depression,1
Wellcare,Total,12
Wellcare,"Thromboangiitis obliterans",2
Wellcare,Asthma,1
Wellcare,"Autoimmune diseases",1
Wellcare,"Bipolar disorder",1
Wellcare,"Chronic obstructive pulmonary disease",1
Wellcare,"Coronary heart disease",1
Wellcare,"Anxiety disorder",1
Wellcare,"Metabolic syndrome",1
Wellcare,"Myocardial infarction",1
Wellcare,Vasculitis,1
Wellcare,"Irritable bowel syndrome",1
Wellfresh,Total,14
Wellfresh,"Coronary heart disease",2
Wellfresh,Atherosclerosis,1
Wellfresh,"Bipolar disorder",1
Wellfresh,Dementia,1
Wellfresh,"Diabetes mellitus type 1",1
Wellfresh,Epilepsy,1
Wellfresh,"Guillain–Barré syndrome",1
Wellfresh,Obesity,1
Wellfresh,"Panic disorder",1
Wellfresh,"Tourette syndrome",1
Wellfresh,Vasculitis,1
Wellfresh,"Alzheimer's disease",1
Wellfresh,Asthma,1
"Wellman’s Pharmacy",Total,17
"Wellman’s Pharmacy",Atherosclerosis,2
"Wellman’s Pharmacy","Diabetes mellitus type 1",2
"Wellman’s Pharmacy","Bipolar disorder",1
"Wellman’s Pharmacy",Cancer,1
"Wellman’s Pharmacy",Dementia,1
"Wellman’s Pharmacy","Dilated cardiomyopathy",1
"Wellman’s Pharmacy","Metabolic syndrome",1
"Wellman’s Pharmacy","Multiple sclerosis",1
"Wellman’s Pharmacy","Myocardial infarction",1
"Wellman’s Pharmacy","Panic disorder",1
"Wellman’s Pharmacy",Psoriasis,1
"Wellman’s Pharmacy",Schizophrenia,1
"Wellman’s Pharmacy",Vasculitis,1
"Wellman’s Pharmacy","Alzheimer's disease",1
"Wellman’s Pharmacy","Amyotrophic lateral sclerosis",1
"Wellness Craft",Total,19
"Wellness Craft","Coronary heart disease",3
"Wellness Craft","Diabetes mellitus type 1",3
"Wellness Craft","Chronic obstructive pulmonary disease",2
"Wellness Craft","Panic disorder",2
"Wellness Craft","Rheumatoid arthritis",2
"Wellness Craft","Low back pain",1
"Wellness Craft","Multiple sclerosis",1
"Wellness Craft","Parkinson's disease",1
"Wellness Craft",Schizophrenia,1
"Wellness Craft","Attention deficit hyperactivity disorder",1
"Wellness Craft","Tourette syndrome",1
"Wellness Craft","Thromboangiitis obliterans",1
"Wellness RX",Total,25
"Wellness RX",Atherosclerosis,3
"Wellness RX",Lupus,3
"Wellness RX","Panic disorder",2
"Wellness RX","Attention deficit hyperactivity disorder",2
"Wellness RX","Bipolar disorder",2
"Wellness RX","Diabetes mellitus type 1",2
"Wellness RX","Diabetes mellitus type 2",2
"Wellness RX","Rheumatoid arthritis",2
"Wellness RX","Guillain–Barré syndrome",1
"Wellness RX","Metabolic syndrome",1
"Wellness RX","Parkinson's disease",1
"Wellness RX","Anxiety disorder",1
"Wellness RX","Tourette syndrome",1
"Wellness RX","Coronary heart disease",1
"Wellness RX",Autism,1
Wellocity,Total,20
Wellocity,"Diabetes mellitus type 1",2
Wellocity,"Diabetes mellitus type 2",2
Wellocity,"Anorexia nervosa",2
Wellocity,"Anxiety disorder",1
Wellocity,Asthma,1
Wellocity,Atherosclerosis,1
Wellocity,"Attention deficit hyperactivity disorder",1
Wellocity,"Autoimmune diseases",1
Wellocity,"Bipolar disorder",1
Wellocity,"Chronic fatigue syndrome",1
Wellocity,"Crohn's disease",1
Wellocity,"Guillain–Barré syndrome",1
Wellocity,"Multiple sclerosis",1
Wellocity,"Myocardial infarction",1
Wellocity,Stroke,1
Wellocity,"Thromboangiitis obliterans",1
Wellocity,"Tourette syndrome",1
Wellpharma,Total,18
Wellpharma,"Bipolar disorder",2
Wellpharma,Asthma,1
Wellpharma,Atherosclerosis,1
Wellpharma,Autism,1
Wellpharma,"Autoimmune diseases",1
Wellpharma,Depression,1
Wellpharma,"Irritable bowel syndrome",1
Wellpharma,"Low back pain",1
Wellpharma,Lupus,1
Wellpharma,"Multiple sclerosis",1
Wellpharma,"Rheumatoid arthritis",1
Wellpharma,Schizophrenia,1
Wellpharma,"Thromboangiitis obliterans",1
Wellpharma,"Tourette syndrome",1
Wellpharma,Vasculitis,1
Wellpharma,"Anorexia nervosa",1
Wellpharma,"Anxiety disorder",1
"Wellport Drugs",Total,16
"Wellport Drugs","Crohn's disease",3
"Wellport Drugs",Epilepsy,2
"Wellport Drugs","Parkinson's disease",2
"Wellport Drugs","Autoimmune diseases",1
"Wellport Drugs","Bipolar disorder",1
"Wellport Drugs","Dilated cardiomyopathy",1
"Wellport Drugs","Multiple sclerosis",1
"Wellport Drugs","Rheumatoid arthritis",1
"Wellport Drugs",Stroke,1
"Wellport Drugs","Anorexia nervosa",1
"Wellport Drugs",Vasculitis,1
"Wellport Drugs","Thromboangiitis obliterans",1
Welltrack,Total,20
Welltrack,"Low back pain",3
Welltrack,"Chronic obstructive pulmonary disease",2
Welltrack,"Diabetes mellitus type 1",2
Welltrack,Sarcoidosis,2
Welltrack,"Tourette syndrome",2
Welltrack,Cancer,1
Welltrack,"Chronic fatigue syndrome",1
Welltrack,"Panic disorder",1
Welltrack,"Anxiety disorder",1
Welltrack,Stroke,1
Welltrack,"Thromboangiitis obliterans",1
Welltrack,"Coronary heart disease",1
Welltrack,Depression,1
Welltrack,"Anorexia nervosa",1
Wellwise,Total,15
Wellwise,Atherosclerosis,2
Wellwise,"Attention deficit hyperactivity disorder",2
Wellwise,"Chronic obstructive pulmonary disease",2
Wellwise,Asthma,1
Wellwise,"Crohn's disease",1
Wellwise,Dementia,1
Wellwise,"Dilated cardiomyopathy",1
Wellwise,Lupus,1
Wellwise,"Multiple sclerosis",1
Wellwise,"Myocardial infarction",1
Wellwise,Vasculitis,1
Wellwise,"Anorexia nervosa",1
"White Pigeon Pharmacy",Total,18
"White Pigeon Pharmacy",Stroke,2
"White Pigeon Pharmacy",Vasculitis,2
"White Pigeon Pharmacy","Diabetes mellitus type 2",1
"White Pigeon Pharmacy","Guillain–Barré syndrome",1
"White Pigeon Pharmacy","Irritable bowel syndrome",1
"White Pigeon Pharmacy","Low back pain",1
"White Pigeon Pharmacy","Multiple sclerosis",1
"White Pigeon Pharmacy","Panic disorder",1
"White Pigeon Pharmacy","Parkinson's disease",1
"White Pigeon Pharmacy","Rheumatoid arthritis",1
"White Pigeon Pharmacy",Sarcoidosis,1
"White Pigeon Pharmacy",Schizophrenia,1
"White Pigeon Pharmacy","Anxiety disorder",1
"White Pigeon Pharmacy","Autoimmune diseases",1
"White Pigeon Pharmacy","Chronic fatigue syndrome",1
"White Pigeon Pharmacy",Cancer,1
Zenrx,Total,8
Zenrx,"Autoimmune diseases",1
Zenrx,"Crohn's disease",1
Zenrx,Depression,1
Zenrx,"Diabetes mellitus type 2",1
Zenrx,"Multiple sclerosis",1
Zenrx,Psoriasis,1
Zenrx,Schizophrenia,1
Zenrx,Autism,1
